"cat1","cat2","url","name","ip","cf","ec2","incapsula","DDoS"
"Internet &amp; Mobile services","Connectivity","http://www.homevpn.com/","HomeVPN.com","208.43.121.137","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://anonymous-proxy-servers.net/","JonDonym","78.129.207.59","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.mullvad.net/en/","Mullvad","178.209.57.26","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://sshfan.com","SSH Fan","199.119.201.228","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://cryptovpn.com/","CryptoVPN","141.101.112.46","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://in-disguise.com","in-Disguise VPN","108.162.203.39","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.beevpn.com","BeeVPN","217.15.175.65","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://ovpn.to","oVPN.to","69.167.177.1","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://primercato.com/vpns.html","Primercato Network Services","207.210.65.33","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://whattheserver.me/bitcoin.htm","WhatTheServer.me","149.47.16.137","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.blackvpn.com/checkout/tvch/","BlackVPN","108.162.205.160","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://www.simplevpn.net","SimpleVPN","174.127.126.11","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://dns.canhasinter.net/","dns.canhasinter.net","166.78.128.18","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://nvpn.net/","NVPN","54.229.75.107","False","True","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.azirevpn.com/","azire vpn","194.1.247.22","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://www.prq.se/?p=tunnel&intl=1","PRQ","88.80.30.61","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://www.dtsleech.com/","DTSLeech","50.63.142.226","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.seedboxes.cc/","seedboxes.cc","141.101.112.143","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://zorrovpn.com/","zorrovpn","108.162.205.200","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://www.bolehvpn.net/index.php","bolehvpn","190.93.243.80","True","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://www.vpnpop.com/","vpnpop","69.147.236.99","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://secure.switchkonnect.com/","switchvpn","68.169.40.195","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","http://more-proxies.com/proxy-lists/","more proxies","208.87.35.103","False","False","False","False"
"Internet &amp; Mobile services","Connectivity","https://www.earthvpn.com","earthvpn","199.83.134.142","False","False","True","False"
"Internet &amp; Mobile services","Connectivity","https://seed4.me","Seed4.Me","46.21.145.217","False","False","False","False"
"Internet &amp; Mobile services","Design","http://giantoakstudios.com","Giant Oak Studios","199.188.205.30","False","False","False","False"
"Internet &amp; Mobile services","Design","http://farmer.io","FarmGeek Ltd - You reap what we code","141.101.117.47","True","False","False","False"
"Internet &amp; Mobile services","Design","http://www.damienking.net","DamienKing.net","74.125.30.121","False","False","False","False"
"Internet &amp; Mobile services","Design","http://forbitcoin.com/","For Bitcoin","85.17.109.9","False","False","False","False"
"Internet &amp; Mobile services","Design","http://layer1gfx.carbonmade.com/about/","LAYER.1.GFX","207.97.240.30","False","False","False","False"
"Internet &amp; Mobile services","Design","http://ambivertcreative.com/","Ambivert Creative","50.63.32.1","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.sherbetlemon.co.uk/","Sherbet Lemon","72.9.159.122","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.microtronix-tech.com/","Microtronix ESolutions","198.144.178.133","False","False","False","True"
"Internet &amp; Mobile services","Design","http://www.wplg.com.ar/","WPLG","31.170.163.20","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.kentdesignsolutions.co.uk","KentDesignSolutions","78.129.236.109","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.lubiland.net/about-lubiland/","Lubi Kocheleva - Freelance Web &amp; Graphic Designer","162.209.17.37","False","False","False","False"
"Internet &amp; Mobile services","Design","http://trentguillory.com","Student Web Designer","184.168.221.15","False","False","False","False"
"Internet &amp; Mobile services","Design","http://leo-koppelkamm.de","Leo Koppelkamm","185.16.60.241","False","False","False","False"
"Internet &amp; Mobile services","Design","http://aglobal.biz","Accelerated Global - SEO, Social Media and Internet Marketing Website Design","216.155.99.48","False","False","False","False"
"Internet &amp; Mobile services","Design","http://farmer.io","FarmGeek Ltd - You reap what we code","141.101.117.47","True","False","False","False"
"Internet &amp; Mobile services","Design","http://bitmate.net","BitMate","96.30.21.176","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.bitcoiney.com","Bitcoiney - The Best Bitcoin Directory","67.23.248.12","False","False","False","False"
"Internet &amp; Mobile services","Design","http://daneos.com/","daneos.com","79.170.40.183","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.bitcoinerr.com/","bitcoinerr.com","184.154.36.81","False","False","False","False"
"Internet &amp; Mobile services","Design","http://forbitcoin.com/","For Bitcoin","85.17.109.9","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.sigil93.net/","Sigil93","173.203.57.186","False","False","False","False"
"Internet &amp; Mobile services","Design","http://bitcoin2cdkey.com/","Bitcoin2cdkey.com","198.245.61.153","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.capitaldesignfx.com/","capitaldesignfx.com","69.161.155.236","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.ambershadowdesign.com/","AmberShadow Design","72.167.232.36","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.holmepage.co.uk/","HolmePage Web Marketing","198.31.50.39","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.bitcoinbulletin.com/community/about/","BitcoinBulletin.com","208.97.151.7","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.justinbull.ca/bitcoin.html","JustinBull.ca","75.119.203.104","False","False","False","False"
"Internet &amp; Mobile services","Design","http://webpagedesigncompany.net/","UpgradeYa","64.62.130.251","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.tangerineworks.com/","Tangerineworks Web Development","69.163.151.44","False","False","False","False"
"Internet &amp; Mobile services","Design","http://arsy.org","Richard Caetano","174.129.212.2","False","True","False","False"
"Internet &amp; Mobile services","Design","http://www.sherbetlemon.co.uk/","Sherbet Lemon","72.9.159.122","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.xrwh.com/bitcoin/?wpsc_product_category=hosting-domain/","Bitcoin shopping","173.254.62.224","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.starplugins.com","StarPlugins.com","192.232.216.170","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.kondratovlabs.com","Kondratov Labs LLC","98.103.146.100","False","False","False","False"
"Internet &amp; Mobile services","Design","http://annjones.me","Ann Jones Digital - Internet Marketing","50.22.67.32","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.liiramedia.com","Liira Media - Web Marketing","74.208.74.42","False","False","False","False"
"Internet &amp; Mobile services","Design","http://www.bitcoincheddar.com","Bitcoin Cheddar","206.214.217.139","False","False","False","False"
"Internet &amp; Mobile services","Design","http://mixedmediamarketing.co.uk","Mixed Media Marketing","96.30.21.176","False","False","False","False"
"Internet &amp; Mobile services","Design","https://www.okotto.com","Okotto","82.145.48.210","False","False","False","False"
"Internet &amp; Mobile services","Design","http://art4b.it","ART4B.IT - ART4BIT.COM","198.50.144.168","False","False","False","False"
"Internet &amp; Mobile services","Design","http://mattgoerzen.tumblr.com","Matt Goerzen","66.6.40.55","False","False","False","False"
"Internet &amp; Mobile services","Design","http://giantoakstudios.com","David McDermott","199.188.205.30","False","False","False","False"
"Internet &amp; Mobile services","Design","https://bitcointalk.org/index.php?topic=38829.msg475094#msg475094","hsf_context's Random Art Booth","109.201.133.195","False","False","False","False"
"Internet &amp; Mobile services","Design","http://erikwhite.com","Erik White","141.101.117.199","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://hosterbox.com/","Hosterbox.com","184.172.145.243","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://nerdychild.com/","NerdyChild.com","108.162.196.45","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://gigahost.co.uk/","Gigahost","77.74.192.85","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://www.trilightzone.org","TrilightZone","69.194.234.110","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.webworld.ie/","Web World Ireland","217.115.112.25","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://lovinghosting.com/bitcoin_web_hosting.php","LovingHosting","96.30.49.100","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.monstermegs.com","MonsterMegs","173.245.5.18","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://bitcoin-hosting.com/","Bitcoin-hosting","208.73.211.246","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://bitcoinwebhosting.net/","BitcoinWebHosting.net","108.162.200.54","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.getcoinhost.com","CoinHost","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://incloudibly.com/","Incloudibly.com","46.28.200.151","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.exoware.net/","Exoware.net","213.229.88.27","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.orangewebsite.com","OrangeWebsite.com","192.254.176.96","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.privacy.li","Privacy.li","81.2.199.9","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://whattheserver.me/","WhatTheServer","149.47.16.137","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://bitcoin-hosting.com/","Bitcoin-hosting","208.73.211.246","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://bitatel.com","BitaTel","198.98.104.70","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.hotservers.net/","HOTServers LLC","198.50.212.108","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://wordpress.com/","WordPress.com","192.0.82.252","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://hostingbitcoin.com/","HostingBitcoin.com","212.72.176.5","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://cleverpuffin.com","CleverPuffin BitCoin Web Hosting","108.162.198.187","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://cpanel-host.com","cPanel-Host","69.50.211.56","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.gigatux.com/","GigaTux","109.169.23.201","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://l3server.com","L3server","212.72.176.38","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://opticalcube.com","Optical Cube Web Hosting, VPS and IT consulting","198.50.177.198","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://tailoredvps.com","Tailored VPS","198.147.20.49","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.quantumkiwi.com","Quantum Kiwi Web &amp; I.T Services","174.120.97.90","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.fennec.name/","Fennec Internet Services","82.98.86.163","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://bit-host.tk/?wiki","Bit-Host","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.BTCWebHost.com","Bitcoin Web Hosting","199.195.146.189","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.bithosting.biz/","BitHosting.BIZ Web Hosting","173.193.105.246","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.bitcoinhost.co.uk","BitcoinHost.co.uk","88.208.252.9","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://sites.google.com/site/bitservhs/","Bitserv","74.125.227.101","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://bitcoinwebhost.com/","BitCoinWebHost","199.195.146.189","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://www.bluetreehost.com/support/cart.php?currency=2","Bluetreehost","70.34.194.243","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.BuildYourVPS.com","BuildYourVPS","108.162.198.230","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.cinfu.com/","Cinfu Hosting Solutions","108.162.204.7","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.evalinux.com/","EVALinux","199.180.196.168","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.james-b.ch/bitcoin.php","james-b.ch","176.56.236.81","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.kattare.com/","Kattare Internet Services","204.13.10.3","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.microthosting.com/","Microtronix Hosting","198.23.147.142","False","False","False","True"
"Internet &amp; Mobile services","Web Hosting","http://www.xrwh.com/bitcoin/?wpsc_product_category=hosting-domain/","Bitcoin shopping","173.254.62.224","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.shelltor.com/","Shell.TOR","188.227.224.100","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.fallenhost.net","Falenhost.net","176.9.45.123","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.cwssoftware.com/content/web-hosting","CWS Software","97.93.1.84","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.bitronictech.net/","Bitronic Technologies","108.162.200.36","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.winnhost.com/","Winn Host","206.190.159.181","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://vivid.net/store/","vivid.net","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.rocket-tech.net/web-hosting.php","Rocket Tech","174.134.25.192","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.pythonanywhere.com/","PythonAnywhere","50.19.109.98","False","True","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.phurix.co.uk","Phurix","87.117.209.205","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.37solutions.com/website-hosting/cloud-hosting/cloud-sites/","37SOLUTIONS Technology Services","174.143.71.15","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://www.phost.nl/site/","Phost.nl","81.171.82.3","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://www.qhoster.com","QHoster","190.93.243.221","True","False","False","False"
"Internet &amp; Mobile services","Web Hosting","https://www.okotto.com","Okotto","82.145.48.210","False","False","False","False"
"Internet &amp; Mobile services","Web Hosting","http://nickelhost.com","Nickel Host","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://hosterbox.com/","Hosterbox.com","184.172.145.243","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.qhoster.com/domain-names.html","QHoster.com","190.93.243.221","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","https://whattheserver.me/","WhatTheServer.me","149.47.16.137","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://nerdychild.com/","NerdyChild.com","108.162.196.45","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","https://www.trilightzone.org","TrilightZone","69.194.234.110","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://lovingdomains.com/bitcoin_domains.php","LovingDomains","108.162.199.22","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.webworld.ie/","Web World Ireland","217.115.112.25","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.namecheap.com/","Namecheap","199.188.202.42","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.barwen.ch/bitcoin.html","barwen.ch","46.51.169.7","False","True","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.monstermegs.com","MonsterMegs","173.245.5.18","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://bitcoinwebhosting.net/","BitcoinWebHosting.net","108.162.200.54","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.alpina1.net","FAT Inc.","209.99.17.23","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.dewlance.com/domains","Dewlance.com","184.171.243.108","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.exoware.net/","Exoware.net","213.229.88.27","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://cpanel-host.com/domainregistration.html","cPanel-Host Domain Registration","69.50.211.56","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://fennec.name","Fennec Internet Services","82.98.86.163","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.domains4bitcoins.com","Domains4Bitcoins.com","209.99.17.23","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.bitdomain.biz/","BitDomain.BIZ","173.193.106.10","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.barwen.ch/bitcoin.html","barwen.ch","46.51.169.7","False","True","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://bitcoinwebhosting.net/","BitcoinWebHosting.net","108.162.200.54","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","https://bitatel.com","BitaTel","198.98.104.70","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.cinfu.com/","Cinfu Hosting Solutions","108.162.204.7","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","https://clients.microtronix-tech.com/domainchecker.php","Microtronix Hosting","198.23.147.142","False","False","False","True"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.orangewebsite.com/domain-registration.php","OrangeWebsite.com","192.254.176.96","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.bitronictech.net/buy-domains-bitcoin.php","Bitronic Technologies","141.101.127.35","True","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.frankdomains.com/btc/","Frank Domains","82.165.195.26","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","https://www.nameterrific.com","NameTerrific","184.154.60.6","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://legal.kalyhost.com","KalyHost","118.27.1.3","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.synalabs.com","Synalabs Hosting","94.23.141.252","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.cinipac.com/en/index.html","CINIPAC Hosting","109.163.234.43","False","False","False","False"
"Internet &amp; Mobile services","Domain Name and DNS Hosting","http://www.phurix.co.uk","Phurix","87.117.209.205","False","False","False","False"
"Internet &amp; Mobile services","Email","https://www.trilightzone.org","TrilightZone","69.194.234.110","False","False","False","False"
"Internet &amp; Mobile services","Email","http://nerdychild.com/","NerdyChild.com","108.162.196.45","True","False","False","False"
"Internet &amp; Mobile services","Email","http://www.bitmail.biz/","BitMail.BIZ E-Mail Hosting","173.193.105.246","False","False","False","False"
"Internet &amp; Mobile services","Email","http://platform.bitpiggy.com","BitPiggy Platform","184.73.211.6","False","True","False","False"
"Internet &amp; Mobile services","Email","http://www.eliteemail.com","Elite Email","174.137.48.130","False","False","False","False"
"Internet &amp; Mobile services","Email","https://clients.microtronix-tech.com/cart.php?gid=12&currency=2","Microtronix Hosting","198.23.147.142","False","False","False","True"
"Internet &amp; Mobile services","Email","https://ssl.trashmail.net","TrashMail.net - Disposable email addresses","88.198.11.51","False","False","False","False"
"Internet &amp; Mobile services","Email","https://www.anonymousspeech.com","Anonymous Speech","190.123.47.111","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.arrowtelnetworks.com","Arrowtel","38.98.6.252","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.vpn3000.com","www.vpn3000.com","204.45.31.250","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","https://bittarget.com","BitTarget","198.199.68.91","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","https://www.bitvoip.info","BitVOIP","75.127.3.135","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.mumble4bitcoin.eu","Mumble4Bitcoin","217.172.166.210","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.lightbox.ca/voip.php","Lightbox Technologies","192.211.124.100","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.morrotel.com/","Morrotel","108.162.196.150","True","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","https://smsz.net/","smsZ.net","118.27.1.9","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.txt4coins.net/","txt4coins.net","78.46.124.226","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.teamspeak4free.co.uk","teamspeak 4 free","87.117.209.214","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.btcvoip.com","www.btcvoip.com","204.45.31.250","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","http://www.swilliamtell.com","www.swilliamtell.com","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","VoIP/SMS","https://forward-phone-number.com/en/","Forward-phone-number","66.77.199.239","False","False","False","False"
"Internet &amp; Mobile services","Security Services","https://www.trilightzone.org","TrilightZone","69.194.234.110","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://www.vandasecurity.com/","Vanda Security","208.113.229.175","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://binarysecurity.webs.com/","Bin Security","75.98.17.61","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://wpsecu.webs.com/","WP Secu","75.98.17.61","False","False","False","False"
"Internet &amp; Mobile services","Security Services","https://bitcointalk.org/index.php?topic=24620.0","Online Network Security Lessons","109.201.133.195","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://www.away32.com/","Away RJN Cryptography","209.61.220.11","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://krack7rkenltz3gj.onion/","onionkrack","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://anonymous-proxy-servers.net/blog/index.php?/archives/347-Payment-methods-for-JonDonym.html&user_language=en","JonDonym Anonymisation Service","78.129.207.59","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://phones.fnop.net","FNOP Secure Phone","207.44.245.125","False","False","False","False"
"Internet &amp; Mobile services","Security Services","http://www.evalinux.com/","EVALinux","199.180.196.168","False","False","False","False"
"Internet &amp; Mobile services","Security Services","https://dazzlepod.com/uniqpass/","UNIQPASS","162.243.1.139","False","False","False","False"
"Internet &amp; Mobile services","Mobile App Development","http://www.subsume.com/assembled/Bitcoin.html","Subsume Technologies, Inc.","69.163.168.176","False","False","False","False"
"Internet &amp; Mobile services","Mobile App Development","http://farmer.io","FarmGeek Ltd - You reap what we code","141.101.117.47","True","False","False","False"
"Internet &amp; Mobile services","Productivity","http://www.evolgo.de/RYT/","Roll Your Tasks (RYT)","81.169.150.158","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.bitcoinforflowers.com","BitcoinForFlowers.com","192.185.40.55","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.bitcoingunparts.com","BitcoinGunParts.com","192.185.40.55","False","False","False","False"
"Internet &amp; Mobile services","Other","http://upingme.com/","Upingme","212.69.205.169","False","False","False","False"
"Internet &amp; Mobile services","Other","http://2bitcoin.com/","2Bitcoin","67.222.132.193","False","False","False","False"
"Internet &amp; Mobile services","Other","http://bitspend.com","Bitspend.com","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.bitcoinwinkel.nl/","bitcoinwinkel.nl","213.132.197.213","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.bitcoin.stapler123.com/","Bitcoin Financial","0.0.0.0","False","False","False","False"
"Internet &amp; Mobile services","Other","https://www.bitcoinegypt.com","Bitcoin Egypt","197.162.64.99","False","False","False","False"
"Internet &amp; Mobile services","Other","http://bitbnc.com","BitBNC","78.47.224.60","False","False","False","False"
"Internet &amp; Mobile services","Other","http://woboq.com/quassel.html","Woboq Quassel Hosting","141.0.21.24","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.foxycart.com","FoxyCart","74.52.81.178","False","False","False","False"
"Internet &amp; Mobile services","Other","http://www.cashctrl.com","CashCtrl","213.173.161.116","False","False","False","False"
"Online products","Search Engines","http://www.bitcoinsphere.com","Search Engine and Aggregator","23.23.227.114","False","True","False","False"
"Online products","Search Engines","http://globalogiq.com/htmlcodesearch.htm","Globalogiq HTML Code Search","54.208.8.39","False","True","False","False"
"Online products","Search Engines","http://bitcoinsear.ch","BitcoinSear.ch","198.144.180.19","False","False","False","False"
"Online products","Search Engines","http://Coinster.info","Coinster","82.221.129.18","False","False","False","False"
"Online products","Cloud Providers and Services","https://remotefs.com","RemoteFS","162.219.5.156","False","False","False","False"
"Online products","Cloud Providers and Services","https://www.trilightzone.org","TrilightZone","69.194.234.110","False","False","False","False"
"Online products","Cloud Providers and Services","http://www.wiki-site.com","wiki-site.com","174.129.220.44","False","True","False","False"
"Online products","Cloud Providers and Services","http://www.s3rsync.com","s3rsync.com","174.129.220.44","False","True","False","False"
"Online products","Cloud Providers and Services","http://www.yokuhosting.com","Yoku Cloud Hosting","64.34.95.66","False","False","False","False"
"Online products","Cloud Providers and Services","http://bit-host.tk/?wiki","Bit-Host","0.0.0.0","False","False","False","False"
"Online products","Cloud Providers and Services","http://bitcoincloud.eu","BitcoinCloud.eu","92.63.169.8","False","False","False","False"
"Online products","Cloud Providers and Services","http://gbvault.com/","GbVault","64.29.151.221","False","False","False","False"
"Online products","Cloud Providers and Services","http://www.sublight.si/Article/104/Sublight-supports-Bitcoin.aspx","Sublight","193.95.243.56","False","False","False","False"
"Online products","Cloud Providers and Services","http://www.away32.com/","Away RJN Cryptography","209.61.220.11","False","False","False","False"
"Online products","Cloud Providers and Services","http://www.evalinux.com/","EVALinx","199.180.196.168","False","False","False","False"
"Online products","Cloud Providers and Services","http://ezcomet.com","EZComet","106.187.96.47","False","False","False","False"
"Online products","Cloud Providers and Services","http://www.rocket-tech.net/online-storage.php","Rocket Tech Storage","174.134.25.192","False","False","False","False"
"Online products","Software","http://www.scientificsun.com/","ScientificSun.com","204.11.33.239","False","False","False","False"
"Online products","Software","http://www.genopro.com/","GenoPro.com","128.204.199.33","False","False","False","False"
"Online products","Software","http://www.deadmansswitch.net/","DeadMansSwitch.net","74.125.30.121","False","False","False","False"
"Online products","Software","http://www.slysoft.com.com/","SlySoft.com","208.73.211.69","False","False","False","False"
"Online products","Software","http://www.mybtc-trader.com/","MyBTC-Trader.com","178.63.14.252","False","False","False","False"
"Online products","Software","http://www.dripsware.com/buy/","DRIPS","50.63.81.236","False","False","False","False"
"Online products","Software","http://www.subdownloader.net/","SubDownloader","5.9.67.145","False","False","False","False"
"Online products","Software","http://www.thinlinedata.com/","ThinlineData CRM","188.121.60.12","False","False","False","False"
"Online products","Software","http://darkfunction.com/editor","darkFunction Editor","91.146.108.170","False","False","False","False"
"Online products","Software","https://notex.ch/","NoTex","108.162.201.189","True","False","False","False"
"Online products","Software","https://scry.co","Scry Anti-Theft","50.19.82.100","False","True","False","False"
